Path,Created,Author,LastModified,LastAuthor,Type,Category,Relevance,PartOf,Status,Lines
./desktop/backend-go/docs/TEST_TRACK_3_SUMMARY.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Frontend,complete,     413
./desktop/backend-go/docs/VOICE_VALIDATION_TESTS.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Voice System,active,     469
./desktop/backend-go/docs/TIERED_CONTEXT_SYSTEM.md,2025-12-24,Roberto H luna,2026-01-12,Roberto H luna,architecture,frontend,recent,Frontend,active,     218
./desktop/backend-go/scripts/test/TEST_TRACK_2_COMPLETE.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Testing,complete,     386
./desktop/backend-go/scripts/test/INTEGRATION_TEST_RESULTS.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Integrations,active,     236
./desktop/backend-go/scripts/test/README.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Testing,active,      96
./desktop/backend-go/scripts/test/INTEGRATION_TEST_GUIDE.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Integrations,active,     329
./desktop/backend-go/scripts/README.md,2026-01-02,PAMF2,2026-01-08,PAMF2,readme,frontend,recent,Frontend,active,      81
./desktop/backend-go/scripts/README_RESET_ONBOARDING.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,readme,frontend,recent,Onboarding,active,      76
./desktop/backend-go/skills/dashboard-management/references/EXAMPLES.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     552
./desktop/backend-go/skills/dashboard-management/references/WIDGETS.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     420
./desktop/backend-go/skills/dashboard-management/references/ERRORS.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     387
./desktop/backend-go/skills/dashboard-management/references/CONFIGS.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     316
./desktop/backend-go/skills/dashboard-management/SKILL.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     271
./desktop/backend-go/skills/dashboard-management/prompts/error_recovery.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     213
./desktop/backend-go/skills/dashboard-management/prompts/clarification.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Dashboard,active,     166
./desktop/backend-go/skills/task-management/references/FILTERS.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,task-list,frontend,recent,Skills,active,      89
./desktop/backend-go/skills/task-management/SKILL.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,task-list,frontend,recent,Skills,active,     172
./desktop/backend-go/skills/notification-management/SKILL.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Notifications,active,     181
./desktop/backend-go/skills/analytics-insights/references/METRICS.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Skills,active,      81
./desktop/backend-go/skills/analytics-insights/SKILL.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Skills,active,     178
./desktop/backend-go/skills/project-management/SKILL.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Skills,active,     167
./desktop/backend-go/skills/README.md,2026-01-14,Javaris0629,2026-01-14,Javaris0629,skill,frontend,recent,Skills,active,     110
./desktop/backend-go/REFACTORING_PRIORITY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,frontend,recent,Frontend,active,     281
./desktop/backend-go/CLAUDE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,frontend,recent,Frontend,active,     156
./docs/research/MEDIAPIPE_ALTERNATIVES.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,api-guide,backend,recent,Backend,active,     218
./docs/research/deep_research.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,general,recent,General,active,      86
./docs/research/rag_performance_report_template.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,template,agents,recent,Agents,active,     517
./docs/research/multimodal_search_integration.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,integrations,recent,Integrations,active,     678
./docs/research/FOUNDATIONAL_MODULES_RESEARCH.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,general,recent,General,active,    1332
./docs/FORM_PATTERNS_INDEX.md,2026-01-08,PAMF2,2026-01-08,PAMF2,documentation,general,recent,General,active,     457
./docs/FILE_CLEANUP_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,active,     280
./docs/DASHBOARD_ANALYTICS_SCHEMA_REVIEW.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,analysis,database,recent,Dashboard,active,     659
./docs/DELIVERY_CHECKLIST.md,2026-01-08,PAMF2,2026-01-08,PAMF2,task-list,general,recent,General,active,     341
./docs/SECURITY_CLEANUP_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,security,recent,Security,active,     217
./docs/OSA_BUILD_USER_FLOW_GUIDE.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,guide,frontend,recent,OSA Build,active,     448
./docs/OSA_BUILD_SOCIAL_SYSTEM.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,architecture,frontend,recent,OSA Build,active,     779
./docs/AGENT_VALIDATION_EXAMPLES.md,2026-01-11,PAMF2,2026-01-11,PAMF2,documentation,agents,recent,Agents,active,     359
./docs/context/TEMPLATE.md,2025-12-21,Roberto H luna,2025-12-21,Roberto H luna,template,general,active,General,active,      38
./docs/CODEBASE_CLEANUP_MASTER_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,active,    1078
./docs/patterns/TEMPLATE.md,2025-12-21,Roberto H luna,2025-12-21,Roberto H luna,template,general,active,General,active,      33
./docs/archive/fixes/PERMISSION_SYSTEM_FIX_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,workspace,recent,Workspace,archived,     435
./docs/archive/fixes/CRITICAL_FIX_APPLIED.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,general,recent,General,archived,     182
./docs/archive/research/GAPS_V2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,general,recent,General,archived,      48
./docs/archive/research/CONTAINER_ORCHESTRATION_RESEARCH_2025.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,agents,recent,Agents,archived,    1215
./docs/archive/research/LED_GESTURE_SYSTEM_GUIDE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,frontend,recent,Gesture System,archived,     413
./docs/archive/research/SCALABILITY_ARCHITECTURE_RESEARCH.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,architecture,recent,Architecture,archived,     910
./docs/archive/research/SCALABILITY_QUICK_REFERENCE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,frontend,recent,Frontend,archived,     357
./docs/archive/research/gesture-iterations/GESTURE_SYSTEM_CLEAN.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,frontend,recent,Gesture System,archived,     194
./docs/archive/research/gesture-iterations/GESTURE_SYSTEM_FINAL.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,frontend,recent,Gesture System,archived,     310
./docs/archive/research/gesture-iterations/GESTURE_SPEC_FINAL.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,analysis,frontend,recent,Gesture System,archived,     289
./docs/archive/research/gesture-iterations/GESTURE_SYSTEM_REDESIGN.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,frontend,recent,Gesture System,archived,     466
./docs/archive/research/gesture-iterations/GESTURE_CLEANUP_SUMMARY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,frontend,recent,Gesture System,archived,     475
./docs/archive/research/gesture-iterations/GESTURE_SYSTEM_SPEC.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,frontend,recent,Gesture System,archived,     507
./docs/archive/research/gesture-iterations/GESTURE_CONTROLS.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,analysis,frontend,recent,Gesture System,archived,     178
./docs/archive/CONTAINER_ORCHESTRATION_RESEARCH_2025.md,2025-12-23,OSOSerious,2025-12-23,OSOSerious,analysis,agents,active,Agents,archived,    1215
./docs/archive/migrations/SUPABASE_MIGRATION_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,database,recent,Database,archived,     337
./docs/archive/releases/RELEASE_NOTES_2026_01_02.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,changelog,general,recent,General,archived,     383
./docs/archive/releases/CHANGELOG_2025-12-28.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,changelog,general,recent,General,archived,     215
./docs/archive/tasks/PEDRO_TASKS_REMAINING_GAPS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,task-list,agents,recent,Agents,archived,     140
./docs/archive/tasks/PLAN_integrations_audit.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,integrations,recent,Integrations,archived,     438
./docs/archive/tasks/PEDRO_BACKEND_TASKS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,task-list,backend,recent,Backend,archived,     646
./docs/archive/tasks/pedro-tasks-frontend-integration.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,frontend,recent,Integrations,archived,     262
./docs/archive/tasks/pedro_tasks.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,task-list,project-mgmt,recent,Project-Mgmt,archived,     987
./docs/archive/tasks/PR_REVIEW_PEDRO_AGENTV2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,analysis,agents,recent,Agents,archived,    2294
./docs/archive/tasks/PEDRO_BACKEND_TASKS_V2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,task-list,backend,recent,Backend,archived,    2294
./docs/archive/tasks/taks_v2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,task-list,project-mgmt,recent,Project-Mgmt,archived,    1103
./docs/archive/PRs/PR_DESCRIPTION.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,general,recent,General,archived,     355
./docs/archive/features/USERNAME_SYSTEM_SUMMARY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,general,recent,General,archived,     175
./docs/archive/planning/HAND_GESTURE_PLAN.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,planning,frontend,recent,Gesture System,archived,     386
./docs/archive/SCALABILITY_ARCHITECTURE_RESEARCH.md,2025-12-23,OSOSerious,2025-12-23,OSOSerious,architecture,architecture,active,Architecture,archived,     910
./docs/archive/troubleshooting/FIX_AUDIO_OUTPUT_NOW.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,voice,recent,Voice,archived,     354
./docs/archive/status/LINEAR_TASKS_STATUS_2026_01_06.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,project-mgmt,recent,Project-Mgmt,archived,     318
./docs/archive/status/VOICE_CLEANUP_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,voice,recent,Voice System,archived,     233
./docs/archive/status/BACKEND_READINESS_ASSESSMENT.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,backend,recent,Backend,archived,     547
./docs/archive/status/pedro_tasks_status_update.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,project-mgmt,recent,Project-Mgmt,archived,     267
./docs/archive/status/day3_summary.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,general,recent,General,archived,     156
./docs/archive/status/ontem_vs_hoje_comparacao.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,general,recent,General,archived,     573
./docs/archive/status/feature7_implementation_status.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,archived,     448
./docs/archive/status/READY_TO_TEST.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,testing,recent,Testing,archived,     249
./docs/archive/status/feature1_workspace_status.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,workspace,recent,Workspace,archived,     531
./docs/archive/status/STATUS_RESUMO_2026_01_02.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,general,recent,General,archived,     167
./docs/archive/status/VALIDATION_IMPLEMENTATION_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,general,recent,General,archived,     287
./docs/archive/status/VOICE_SYSTEM_READY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,voice,recent,Voice System,archived,     216
./docs/archive/status/feature1_role_based_agents_status.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,agents,recent,Agents,archived,     528
./docs/archive/status/CLEANUP_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,archived,     103
./docs/archive/status/ACTUAL_STATUS_2026_01_02.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,report,general,recent,General,archived,     118
./docs/archive/status/system_status.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,general,recent,General,archived,     282
./docs/archive/status/HYBRID_VOICE_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,voice,recent,Voice System,archived,     294
./docs/archive/operations/RESTART_INSTRUCTIONS.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,general,recent,General,archived,     203
./docs/archive/operations/START_VOICE_SYSTEM.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,voice,recent,Voice System,archived,     221
./docs/archive/testing/MICROPHONE_INPUT_VERIFICATION.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,voice,recent,Voice,archived,     467
./docs/archive/testing/TRANSCRIPT_FIX_TEST.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,testing,recent,Testing,archived,     230
./docs/archive/testing/TEST_VOICE_MINIMAL.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,voice,recent,Voice System,archived,     154
./docs/archive/testing/INTELLIGENT_PARSER_TEST_GUIDE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,frontend,recent,Frontend,archived,     229
./docs/archive/verification/CONTEXT_HIERARCHY_VERIFICATION.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,general,recent,General,archived,     415
./docs/archive/verification/FINAL_VERIFICATION_COMPLETE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,test-report,general,recent,General,archived,     497
./docs/archive/architecture/VOICE_HYBRID_GO_ARCHITECTURE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,architecture,backend,recent,Voice System,archived,     397
./docs/archive/SCALABILITY_QUICK_REFERENCE.md,2025-12-23,OSOSerious,2025-12-23,OSOSerious,reference,frontend,active,Frontend,archived,     357
./docs/archive/implementation/CURL_TEST_RESULTS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,test-report,testing,recent,Testing,archived,     378
./docs/archive/implementation/REDIS_PUBSUB_WIRING.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,archived,     161
./docs/archive/implementation/LOGGING_MIGRATION_CHECKLIST.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,database,recent,Database,archived,     368
./docs/archive/REDIS_PUBSUB_WIRING.md,2025-12-23,OSOSerious,2025-12-23,OSOSerious,documentation,general,active,General,archived,     161
./docs/archive/LOGGING_MIGRATION_CHECKLIST.md,2025-12-23,OSOSerious,2025-12-23,OSOSerious,task-list,database,active,Database,archived,     368
./docs/archive/reports/ELECTRON_WEB_PARITY_REPORT.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,archived,     248
./docs/TRACK_3A_IMPORT_MAP.md,2026-01-11,PAMF2,2026-01-11,PAMF2,documentation,general,recent,General,active,     317
./docs/TESTING_OSA_ONBOARDING.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,Onboarding,active,    2147
./docs/security/SECURITY_BACKEND.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,security,backend,recent,Security,active,     382
./docs/development/BACKEND_GO_README.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,readme,backend,recent,Backend,active,     158
./docs/development/outputs.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,general,recent,General,active,     768
./docs/development/COMMON_ISSUES.md,2026-01-12,robertohluna,2026-01-12,robertohluna,documentation,general,recent,General,active,     246
./docs/development/BACKEND.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,backend,recent,Backend,active,     931
./docs/development/DEVELOPER_QUICKSTART.md,2026-01-08,Roberto H luna,2026-01-12,robertohluna,guide,frontend,recent,Frontend,active,     294
./docs/development/FRONTEND.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,frontend,recent,Frontend,active,     935
./docs/development/GETTING_STARTED_OSA.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,guide,agents,recent,Agents,active,     533
./docs/development/DEVELOPMENT.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,general,recent,General,active,     275
./docs/development/VOLUME_USAGE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,general,recent,General,active,     278
./docs/FRONTEND_NOTIFICATIONS_GUIDE.md,2026-01-11,Javaris0629,2026-01-11,Javaris0629,guide,frontend,recent,Notifications,active,     489
./docs/FRONTEND_DOCS_REORGANIZATION.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,documentation,frontend,recent,Frontend,active,     431
./docs/AGENT_VALIDATION.md,2026-01-11,PAMF2,2026-01-11,PAMF2,documentation,agents,recent,Agents,active,     309
./docs/ADVANCED_TASKMANAGER.md,2026-01-08,PAMF2,2026-01-08,PAMF2,task-list,project-mgmt,recent,Project-Mgmt,active,     520
./docs/magic_link_email.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,documentation,agents,recent,Agents,active,    1675
./docs/START_HERE.md,2026-01-08,PAMF2,2026-01-08,PAMF2,documentation,general,recent,General,active,     400
./docs/PRODUCTION_READINESS_ASSESSMENT.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,report,general,recent,General,active,     308
./docs/features/KNOWLEDGE_OS_INTEGRATION_PLAN.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,integrations,recent,Integrations,active,     459
./docs/features/FUTURE_FEATURES.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,active,    1104
./docs/features/KNOWLEDGE_MODULE_UPDATE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,active,     227
./docs/features/FEATURES.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,active,     623
./docs/features/KNOWLEDGE_MODULE_TODO.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,implementation,general,recent,General,active,     291
./docs/team-review/sprint-summaries/TEMPLATE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,template,workspace,recent,Documentation,active,     312
./docs/team-review/STRUCTURE_SUMMARY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,workspace,recent,Documentation,complete,     331
./docs/team-review/pr-reviews/TEMPLATE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,template,workspace,recent,Documentation,active,     224
./docs/team-review/QUICK_START_GUIDE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,guide,frontend,recent,Documentation,active,     310
./docs/team-review/release-notes/TEMPLATE.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,template,workspace,recent,Documentation,active,     405
./docs/team-review/DOCUMENTATION_MAP.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,analysis,workspace,recent,Documentation,active,     333
./docs/team-review/README.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,analysis,workspace,recent,Documentation,active,     131
./docs/planning/DESKTOP3D_ROADMAP.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,planning,frontend,recent,3D Desktop,active,     424
./docs/planning/PLATFORM_TAXONOMY.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,planning,architecture,recent,Architecture,active,     343
./docs/planning/DESKTOP3D_PHASE1_PLAN.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,planning,frontend,recent,3D Desktop,active,    1243
./docs/planning/FINAL_TAXONOMY.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,planning,architecture,recent,Architecture,active,     592
./docs/planning/PRODUCTION_READINESS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,planning,architecture,recent,Architecture,active,     340
./docs/planning/BUSINESSOS_TAXONOMY_v2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,planning,architecture,recent,Architecture,superseded,     452
./docs/planning/PHASE_STATUS_AND_NEXT_STEPS.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,architecture,recent,Architecture,active,     348
./docs/REORGANIZATION_SUMMARY.md,2026-01-19,Roberto H luna,2026-01-19,Roberto H luna,report,general,recent,General,complete,     266
./docs/sorxdocs/SORX_2.0_SPECIFICATION.md,2026-01-04,Roberto H luna,2026-01-04,Roberto H luna,documentation,general,active,General,active,    5946
./docs/OSA_BUILD_ONBOARDING_FLOW.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,documentation,frontend,recent,OSA Build,active,     617
./docs/OSA_BUILD_TESTING_PLAN.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,test-report,frontend,recent,OSA Build,active,    1638
./docs/EMAIL_TEMPLATES.md,2026-01-13,Javaris0629,2026-01-13,Javaris0629,template,agents,recent,Agents,active,     705
./docs/decisions/2026-01-06_feature1_checkpoint.md,2026-01-06,PAMF2,2026-01-06,PAMF2,implementation,general,recent,General,active,     339
./docs/CODEBASE_ORGANIZATION_IMPROVEMENTS.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,documentation,general,recent,General,active,    1051
./docs/OSA_BUILD_DEEP_IMPLEMENTATION_PLAN.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,implementation,frontend,recent,OSA Build,active,    1167
./docs/CLAUDE_CODE_OPTIMIZATION_GUIDE.md,2026-01-11,PAMF2,2026-01-11,PAMF2,guide,frontend,recent,Frontend,active,    1451
./docs/CLAUDE_CODE_QUICKSTART.md,2026-01-11,PAMF2,2026-01-11,PAMF2,guide,frontend,recent,Frontend,active,     297
./docs/architecture/ARCHITECTURE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,architecture,recent,Architecture,active,     447
./docs/architecture/MIOSA_VISION_PART2.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,agents,recent,Agents,active,    2852
./docs/architecture/FILE_IMPORT_ARCHITECTURE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,architecture,recent,Architecture,active,    1077
./docs/architecture/ARCHITECTURE_DIAGRAMS.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,architecture,recent,Architecture,active,     627
./docs/architecture/TERMINAL_SYSTEM.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,architecture,recent,Architecture,active,    1800
./docs/architecture/MIOSA_VISION_PART1.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,architecture,agents,recent,Agents,active,    1674
./docs/architecture/ARCHITECTURE_COMPARISON_DIAGRAM.md,2026-01-09,OSOSerious,2026-01-09,OSOSerious,architecture,architecture,recent,Architecture,active,     407
./docs/DASHBOARD_AGENT_TOOL.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,documentation,agents,recent,Dashboard,active,     391
./docs/EXECUTIVE_SUMMARY.md,2026-01-11,OSOSerious,2026-01-11,OSOSerious,report,general,recent,General,complete,     341
./docs/README_ONBOARDING.md,2026-01-18,Roberto H luna,2026-01-18,Roberto H luna,readme,frontend,recent,Onboarding,active,     339
./docs/ONBOARDING_TASKS.md,2026-01-11,Javaris0629,2026-01-13,Javaris0629,task-list,frontend,recent,Onboarding,active,     243
./docs/deployment/CLOUD-INFRASTRUCTURE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,infrastructure,recent,Infrastructure,active,     404
./docs/deployment/DEPLOYMENT_GUIDE.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,guide,frontend,recent,Frontend,active,    1066
./docs/deployment/DEPLOYMENT.md,2026-01-08,Roberto H luna,2026-01-08,Roberto H luna,documentation,infrastructure,recent,Infrastructure,active,     557
./docs/WORKFLOW_EXAMPLE.md,2026-01-08,PAMF2,2026-01-08,PAMF2,documentation,general,recent,General,active,     269
./docs/AGENT_SKILLS_TASK_LIST.md,2026-01-08,Javaris0629,2026-01-08,Javaris0629,task-list,agents,recent,Skills,active,     443
./docs/implementation/00-IMPLEMENTATION-INDEX.md,2026-01-09,Roberto H luna,2026-01-09,OSOSerious,implementation,general,recent,General,active,     260
./docs/implementation/07-WORKFLOWS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     108
./docs/implementation/01-WORKSPACES.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,workspace,recent,Workspace,active,     251
./docs/implementation/10-SYNC-ENGINE.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,integrations,recent,Sync Engine,active,      78
./docs/implementation/08-ADVANCED-RAG.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,agents,recent,Agents,active,      73
./docs/implementation/02-CUSTOM-AGENTS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,agents,recent,Agents,active,     314
./docs/implementation/17-GLOBAL-SEARCH.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     410
./docs/implementation/14-PEDRO-CONVERSATION-INTEL.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     288
./docs/implementation/09-TERMINAL-FILESYSTEM.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,architecture,general,recent,General,active,      77
./docs/implementation/11-PEDRO-DOCUMENTS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     323
./docs/implementation/JAVARIS-UI-TASKS.md,2026-01-11,Javaris0629,2026-01-11,Javaris0629,implementation,frontend,recent,Frontend,active,     146
./docs/implementation/05-COMMANDS-DELEGATION.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     367
./docs/implementation/03-MEMORIES-USER-FACTS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,general,recent,General,active,     359
./docs/implementation/04-THINKING-COT.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,agents,recent,Agents,active,     301
./docs/implementation/18-TEAM-PERMISSIONS.md,2026-01-09,Roberto H luna,2026-01-09,Roberto H luna,implementation,workspace,recent,Workspace,active,     376
